Date,Team,Block,Plot,Treatment,Region,Transect,Distance,Hits,Notes,SpeciesCode,Type,Status,LifeForm,Volunteer,SciName,NativeStatus,CommonName,AltSciName,Plant_Family
2020-04-28,"JC, MP",1,2,A,M,2,5,1,NA,HORMUR,Plant,Alive,Grass,NA,Hordeum murinum,Non-Native,foxtail barley,.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,2,5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,2,5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,1,1,NA,CENMEL,Plant,Alive,Forb,NA,Centaurea melitensis,Non-Native,"tocalote, malta star thistle",.,Asteraceae
2020-04-28,"JC, MP",1,2,A,M,3,1,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,1.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,2.5,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,3,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,3.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,3,3.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,4,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,4,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,4,1,NA,BROHOR,Plant,Alive,Grass,NA,Bromus hordeaceus,Non-Native,soft chess brome,.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,4,1,NA,ARTCAL,Plant,Dead,Shrub,NA,Artemisia californica,Native,California Sage brush,.,Asteraceae
2020-04-28,"JC, MP",1,2,A,M,3,4.5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,4.5,1,NA,BROHOR,Plant,Alive,Grass,NA,Bromus hordeaceus,Non-Native,soft chess brome,.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"JC, MP",1,2,A,M,3,5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,1,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,1.5,1,NA,EROCIC,Plant,Alive,Forb,NA,Erodium cicutarium,Non-Native,red stem filaree,.,Geraniaceae
2020-04-28,"JC, MP",1,2,A,M,4,1.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,2.5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,3,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,3.5,1,NA,T,Ground,NA,NA,NA,thatch,NA,thatch,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,3.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,4,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,4.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,4,5,1,NA,BROHOR,Plant,Alive,Grass,NA,Bromus hordeaceus,Non-Native,soft chess brome,.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,4,5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,4,5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,1,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,5,1,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,1.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,3,1,NA,BROHOR,Plant,Alive,Grass,NA,Bromus hordeaceus,Non-Native,soft chess brome,.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,3.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,3.5,1,NA,ENCCAL,Plant,Alive,Shrub,NA,Encelia californica,Native,Bush sunflower,.,Asteraceae
2020-04-28,"JC, MP",1,2,A,M,5,3.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,4,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,5,4,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,4.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,4.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,5,4.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JC, MP",1,2,A,M,5,5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"JC, MP",1,2,A,M,5,5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JC, MP",1,2,A,M,5,5,1,NA,PICECH,Plant,Alive,Forb,NA,Helminthotheca echioides,Non-Native,Bristly ox-tongue,Picris echiodes,Asteraceae
2020-04-28,"JEC, MP",1,3,I,C,1,1,1,PLOT WAS SPRAYED LATE W/ HERBICIDE,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,1,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,1,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,1,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,1,2.5,1,NONE = NO VEG HIT,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,3,NA,MP PIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,3,1,PICHECH = OXTONGUE,PICECH,Plant,Alive,Forb,NA,Helminthotheca echioides,Non-Native,Bristly ox-tongue,Picris echiodes,Asteraceae
2020-04-28,"JEC, MP",1,3,I,C,1,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,3.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,1,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,1,5,1,NA,EROMOS,Plant,Alive,Forb,NA,Erodium moschatum,Non-Native,white stem filaree,.,Geraniaceae
2020-04-28,"JEC, MP",1,3,I,C,1,5,1,NA,CENMEL,Plant,Alive,Forb,NA,Centaurea melitensis,Non-Native,"tocalote, malta star thistle",.,Asteraceae
2020-04-28,"JEC, MP",1,3,I,C,2,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,2,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,2,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,2,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,2,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,1,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,3,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,3,1.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,3,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,3,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,3,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,3,2.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,3,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,3,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,3.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,3,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,3,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,4,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,4,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,4,2.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,4,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,4,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,4,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,3.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,4,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,4,1,NA,PICECH,Plant,Alive,Forb,NA,Helminthotheca echioides,Non-Native,Bristly ox-tongue,Picris echiodes,Asteraceae
2020-04-28,"JEC, MP",1,3,I,C,4,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,4,5,1,NA,ANAARV,Plant,Alive,Forb,NA,Lysimachia arvensis,Non-Native,scarlet pimpernel,Anagallis arvensis (old),Primulaceae
2020-04-28,"JEC, MP",1,3,I,C,5,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,1,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,5,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,5,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,5,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,5,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,2.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,5,2.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,5,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,3,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-28,"JEC, MP",1,3,I,C,5,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-28,"JEC, MP",1,3,I,C,5,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,4,1,NA,PICECH,Plant,Alive,Forb,NA,Helminthotheca echioides,Non-Native,Bristly ox-tongue,Picris echiodes,Asteraceae
2020-04-28,"JEC, MP",1,3,I,C,5,4.5,1,NA,B,Ground,NA,NA,NA,bare ground,NA,bare ground,NA,NA
2020-04-28,"JEC, MP",1,3,I,C,5,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,1,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-29,"MP, JC",1,4,E,C,1,1,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,1,1.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,1.5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-29,"MP, JC",1,4,E,C,1,1.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,1,2,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,2,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-29,"MP, JC",1,4,E,C,1,2,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,1,2.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,2.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,1,3,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,3,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-29,"MP, JC",1,4,E,C,1,3,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,1,3.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,3.5,1,NA,FESMYU,Plant,Alive,Grass,NA,Festuca myuros,Non-Native,rattail grass,Vulpia myuros,Poaceae
2020-04-29,"MP, JC",1,4,E,C,1,3.5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,1,4,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,4,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,4.5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,4.5,1,NA,ANAARV,Plant,Alive,Forb,NA,Lysimachia arvensis,Non-Native,scarlet pimpernel,Anagallis arvensis (old),Primulaceae
2020-04-29,"MP, JC",1,4,E,C,1,5,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
2020-04-29,"MP, JC",1,4,E,C,1,5,1,NA,BROMAD,Plant,Alive,Grass,NA,Bromus madritensis,Non-Native,"red brome, foxtail brome",.,Poaceae
2020-04-29,"MP, JC",1,4,E,C,1,5,1,NA,AVEFAT,Plant,Alive,Grass,NA,Avena fatua,Non-Native,wild oat,.,Poaceae
2020-04-29,"MP, JC",1,4,E,C,1,5,1,NA,BRANIG,Plant,Alive,Forb,NA,Brassica nigra,Non-Native,Black Mustard,.,Brassicaceae
2020-04-29,"MP, JC",1,4,E,C,2,1,1,NA,L,Ground,NA,NA,NA,littter,NA,littter,NA,NA
